,Channel Title,Channel Username,ID,Message,Date,Media Path
2381,Dubai in Addis,@dubaiinaddis1,28885,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-27 07:44:44+00:00,photos\@dubaiinaddis1_28885.jpg
2382,Dubai in Addis,@dubaiinaddis1,28884,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-26 11:56:59+00:00,photos\@dubaiinaddis1_28884.jpg
2383,Dubai in Addis,@dubaiinaddis1,28883,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-26 11:56:04+00:00,photos\@dubaiinaddis1_28883.jpg
2384,Dubai in Addis,@dubaiinaddis1,28882,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-26 11:55:51+00:00,photos\@dubaiinaddis1_28882.jpg
2385,Dubai in Addis,@dubaiinaddis1,28881,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:41:57+00:00,photos\@dubaiinaddis1_28881.jpg
2386,Dubai in Addis,@dubaiinaddis1,28880,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:40:34+00:00,photos\@dubaiinaddis1_28880.jpg
2387,Dubai in Addis,@dubaiinaddis1,28879,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:40:24+00:00,photos\@dubaiinaddis1_28879.jpg
2388,Dubai in Addis,@dubaiinaddis1,28878,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:40:10+00:00,photos\@dubaiinaddis1_28878.jpg
2389,Dubai in Addis,@dubaiinaddis1,28877,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:40:02+00:00,photos\@dubaiinaddis1_28877.jpg
2390,Dubai in Addis,@dubaiinaddis1,28876,"ትልቅ ሳይዝ  ዘመናዊ  ማዘር ባግ
ሳይዙን መጨመርም መቀነስም የሚቻል 
1500 ብር
0913870090

@KiDu_W",2024-04-25 16:39:47+00:00,photos\@dubaiinaddis1_28876.jpg
2391,Dubai in Addis,@dubaiinaddis1,28875,"4 ፒስ ለክርስትና  የሚሆን ነጭ ልብስ
1600   ብር 
0913870090

@KiDu_W",2024-04-25 14:07:30+00:00,photos\@dubaiinaddis1_28875.jpg
2392,Dubai in Addis,@dubaiinaddis1,28874,"ኳሊቲ 2 ፒስ የአራስ ልብስ
ኮፍያ እና ሮምፐር
ለፎቶ ማስነሻም ሆነ ለመዘነጫ
1500 ብር
0913870090

@KiDu_W",2024-04-25 14:06:31+00:00,photos\@dubaiinaddis1_28874.jpg
2393,Dubai in Addis,@dubaiinaddis1,28873,"ዘናጭ 2 ፒስ
ከአራስ- 2 አመት ሳይዝ አለዉ
ለልደትም ሆነ ለፕሮግራም
1800 ብር
0913870090

@KiDu_W",2024-04-25 14:04:43+00:00,photos\@dubaiinaddis1_28873.jpg
2395,Dubai in Addis,@dubaiinaddis1,28871,"ዘናጭ 2 ፒስ
ከአራስ- 2 አመት ሳይዝ አለዉ
ለልደትም ሆነ ለፕሮግራም
2000 ብር
0913870090

@KiDu_W",2024-04-25 14:03:56+00:00,photos\@dubaiinaddis1_28871.jpg
2396,Dubai in Addis,@dubaiinaddis1,28870,"ሄድ ባንድ
400 ብር
0913870090
@KiDu_W",2024-04-24 16:17:32+00:00,photos\@dubaiinaddis1_28870.jpg
2397,Dubai in Addis,@dubaiinaddis1,28869,"100 % ኮተን 2 ፍሬ  ኮፍያ እና 2 ፍሬ  ጓንት
ከ 0-6 ወር
650 ብር
0913870090

@KiDu_W",2024-04-24 12:57:57+00:00,photos\@dubaiinaddis1_28869.jpg
2402,Dubai in Addis,@dubaiinaddis1,28863,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ወር
ከ9 ወር- 1 አመት  ሳይዝ አለው 
2000 ብር
0913870090

@KiDu_W",2024-04-24 09:14:21+00:00,photos\@dubaiinaddis1_28863.jpg
2403,Dubai in Addis,@dubaiinaddis1,28862,"ጫማ እና ሄድ ባንድ
ለልደትም ሆነ ለ ክርስትና  ስጦታ ተመራጭ
650 ብር


@KiDu_W",2024-04-23 15:33:56+00:00,photos\@dubaiinaddis1_28862.jpg
2404,Dubai in Addis,@dubaiinaddis1,28861,"6 ፒስ ለክርስትና  የሚሆን ነጭ ልብስ
1500 ብር 
0913870090

@KiDu_W",2024-04-23 15:25:52+00:00,photos\@dubaiinaddis1_28861.jpg
2410,Dubai in Addis,@dubaiinaddis1,28855,"5 ፍሬ እጅጌ ጉርድ የዳይፐር ቲሸርት
0-3  ሳይዝ
2000 ብር
0913870090


@KiDu_W",2024-04-23 15:21:45+00:00,photos\@dubaiinaddis1_28855.jpg
2413,Dubai in Addis,@dubaiinaddis1,28852,"Swaddle ባለ ዚፕ  የአራስ ልጆች መጠቅለያ
600 ብር
0913870090

@KiDu_W",2024-04-23 05:11:38+00:00,photos\@dubaiinaddis1_28852.jpg
2415,Dubai in Addis,@dubaiinaddis1,28850,"መጠቅለያ እና ኮፍያ
650 ብር
0913870090

@KiDu_W",2024-04-23 05:10:30+00:00,photos\@dubaiinaddis1_28850.jpg
2419,Dubai in Addis,@dubaiinaddis1,28846,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:51:49+00:00,photos\@dubaiinaddis1_28846.jpg
2423,Dubai in Addis,@dubaiinaddis1,28842,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:51:03+00:00,photos\@dubaiinaddis1_28842.jpg
2427,Dubai in Addis,@dubaiinaddis1,28838,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:49:46+00:00,photos\@dubaiinaddis1_28838.jpg
2431,Dubai in Addis,@dubaiinaddis1,28834,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:47:44+00:00,photos\@dubaiinaddis1_28834.jpg
2435,Dubai in Addis,@dubaiinaddis1,28830,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:47:00+00:00,photos\@dubaiinaddis1_28830.jpg
2439,Dubai in Addis,@dubaiinaddis1,28826,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-22 15:46:07+00:00,photos\@dubaiinaddis1_28826.jpg
2440,Dubai in Addis,@dubaiinaddis1,28825,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-22 15:44:25+00:00,photos\@dubaiinaddis1_28825.jpg
2442,Dubai in Addis,@dubaiinaddis1,28823,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:23:52+00:00,photos\@dubaiinaddis1_28823.jpg
2444,Dubai in Addis,@dubaiinaddis1,28821,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:23:44+00:00,photos\@dubaiinaddis1_28821.jpg
2446,Dubai in Addis,@dubaiinaddis1,28819,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:22:43+00:00,photos\@dubaiinaddis1_28819.jpg
2447,Dubai in Addis,@dubaiinaddis1,28818,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:22:18+00:00,photos\@dubaiinaddis1_28818.jpg
2450,Dubai in Addis,@dubaiinaddis1,28815,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:21:57+00:00,photos\@dubaiinaddis1_28815.jpg
2452,Dubai in Addis,@dubaiinaddis1,28813,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:21:40+00:00,photos\@dubaiinaddis1_28813.jpg
2453,Dubai in Addis,@dubaiinaddis1,28812,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:21:18+00:00,photos\@dubaiinaddis1_28812.jpg
2456,Dubai in Addis,@dubaiinaddis1,28809,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ሳይዝ አለው 
1250  ብር


0913870090


@KiDu_W",2024-04-22 15:20:50+00:00,photos\@dubaiinaddis1_28809.jpg
2457,Dubai in Addis,@dubaiinaddis1,28808,"5 ፒስ ለክርስትና  የሚሆን ነጭ ልብስ
2200  ብር 
0913870090

@KiDu_W",2024-04-20 12:30:54+00:00,photos\@dubaiinaddis1_28808.jpg
2458,Dubai in Addis,@dubaiinaddis1,28807,"6 ፒስ ለክርስትና  የሚሆን ነጭ ልብስ
1500 ብር 
0913870090

@KiDu_W",2024-04-20 12:24:36+00:00,photos\@dubaiinaddis1_28807.jpg
2459,Dubai in Addis,@dubaiinaddis1,28806,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ወር ሳይዝ አላቸው 

2200 ብር

0913870090

@KiDu_W",2024-04-20 12:20:38+00:00,photos\@dubaiinaddis1_28806.jpg
2460,Dubai in Addis,@dubaiinaddis1,28805,"ለስጦታም ሆነ ለልጅዎ
ለስላሳ እና ምቹ ኮፍያ ያለው ማቀፍያ
1100 ብር
0913870090

@KiDu_W",2024-04-19 15:17:59+00:00,photos\@dubaiinaddis1_28805.jpg
2461,Dubai in Addis,@dubaiinaddis1,28804,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-18 12:55:23+00:00,photos\@dubaiinaddis1_28804.jpg
2462,Dubai in Addis,@dubaiinaddis1,28803,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-18 12:55:10+00:00,photos\@dubaiinaddis1_28803.jpg
2463,Dubai in Addis,@dubaiinaddis1,28802,"ደንገል(የጡት ማጥቢያ ትራስ)
1000 ብር
0913870090

@KiDu_W",2024-04-18 12:54:53+00:00,photos\@dubaiinaddis1_28802.jpg
2467,Dubai in Addis,@dubaiinaddis1,28798,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:45:42+00:00,photos\@dubaiinaddis1_28798.jpg
2471,Dubai in Addis,@dubaiinaddis1,28794,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:45:24+00:00,photos\@dubaiinaddis1_28794.jpg
2475,Dubai in Addis,@dubaiinaddis1,28790,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:45:10+00:00,photos\@dubaiinaddis1_28790.jpg
2479,Dubai in Addis,@dubaiinaddis1,28786,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:44:55+00:00,photos\@dubaiinaddis1_28786.jpg
2483,Dubai in Addis,@dubaiinaddis1,28782,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:44:36+00:00,photos\@dubaiinaddis1_28782.jpg
2487,Dubai in Addis,@dubaiinaddis1,28778,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:44:14+00:00,photos\@dubaiinaddis1_28778.jpg
2491,Dubai in Addis,@dubaiinaddis1,28774,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:42:44+00:00,photos\@dubaiinaddis1_28774.jpg
2495,Dubai in Addis,@dubaiinaddis1,28770,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:41:51+00:00,photos\@dubaiinaddis1_28770.jpg
2496,Dubai in Addis,@dubaiinaddis1,28769,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:40:18+00:00,photos\@dubaiinaddis1_28769.jpg
2500,Dubai in Addis,@dubaiinaddis1,28765,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:39:48+00:00,photos\@dubaiinaddis1_28765.jpg
2507,Dubai in Addis,@dubaiinaddis1,28758,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:38:49+00:00,photos\@dubaiinaddis1_28758.jpg
2511,Dubai in Addis,@dubaiinaddis1,28754,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:37:46+00:00,photos\@dubaiinaddis1_28754.jpg
2515,Dubai in Addis,@dubaiinaddis1,28750,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:37:33+00:00,photos\@dubaiinaddis1_28750.jpg
2519,Dubai in Addis,@dubaiinaddis1,28746,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:37:24+00:00,photos\@dubaiinaddis1_28746.jpg
2523,Dubai in Addis,@dubaiinaddis1,28742,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:36:42+00:00,photos\@dubaiinaddis1_28742.jpg
2527,Dubai in Addis,@dubaiinaddis1,28738,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:34:42+00:00,photos\@dubaiinaddis1_28738.jpg
2528,Dubai in Addis,@dubaiinaddis1,28737,"4 ፍሬ ቢብስ( የለሀጭ)
600 ብር 
0913870090

@KiDu_W",2024-04-17 17:33:56+00:00,photos\@dubaiinaddis1_28737.jpg
2532,Dubai in Addis,@dubaiinaddis1,28733,"የአራስ ሳይዝ 
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-17 17:31:39+00:00,photos\@dubaiinaddis1_28733.jpg
2533,Dubai in Addis,@dubaiinaddis1,28732,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-17 17:29:36+00:00,photos\@dubaiinaddis1_28732.jpg
2534,Dubai in Addis,@dubaiinaddis1,28731,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-17 17:29:19+00:00,photos\@dubaiinaddis1_28731.jpg
2536,Dubai in Addis,@dubaiinaddis1,28729,"3 ፍሬ ሄድ ባንድ 
500 ብር
0913870090

@KiDu_W",2024-04-16 16:20:21+00:00,photos\@dubaiinaddis1_28729.jpg
2541,Dubai in Addis,@dubaiinaddis1,28724,"ዘመናዊ እና ምቹ የልጆች ማቀፍያ
ለስጦታም ሆነ ለራስዎ
1800 ብር 
0913870090

@KiDu_W",2024-04-16 14:20:29+00:00,photos\@dubaiinaddis1_28724.jpg
2542,Dubai in Addis,@dubaiinaddis1,28723,"ኳሊቲ የልጆች  ብርድ ልብስ
1700 ብር
0913870090

@KiDu_W",2024-04-16 14:09:11+00:00,photos\@dubaiinaddis1_28723.jpg
2543,Dubai in Addis,@dubaiinaddis1,28722,"ፍላኔል( የአራስ ልጆች መቀበያ)
4 ፍሬ ( 1 እሽግ)
1000 ብር 
0913870090

@KiDu_W",2024-04-16 10:59:00+00:00,photos\@dubaiinaddis1_28722.jpg
2548,Dubai in Addis,@dubaiinaddis1,28717,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ወር
ከ9 ወር- 1 አመት  ሳይዝ አለው 
2000 ብር
0913870090

@KiDu_W",2024-04-16 09:15:07+00:00,photos\@dubaiinaddis1_28717.jpg
2554,Dubai in Addis,@dubaiinaddis1,28711,"Ford car design multifunctional push car and walker 

በአይነቱ ለየት ያለ ውብ እና ልጆቹ ውስጥ ገብተው መራመድ ለመለማመድም ሆነ ለመጫወት የሚመርጡት ልዩ ጄሪሎ+ፑሽ ካር

 ልጆችን በተለያየ መንገድ የሚያጫውት ልዩ ዎከር (ጄሪሎ)


ለመራመድ ጥረት በሚያደርጉበት ጊዜም  እንደ ዎከር (ጋሪ) እየገፉም ይቦርቁበታል መራመድ ይለማመዱበታል ይጫወቱበታል

ልጆች የሚወዱት አይነት ሙዚቃዎች እና ክላክሶችን ያካተተ
ለስጦታም ሆነ ለራስዎ

 ለጠባብ ቤቶች ተመራጭ የሚያደርገው ደግሞ አጣጥፈው ያሰኘዎት ቦታ ማንጠልጠል ወይም መክተት ይችላሉ

11,500 ብር 

0913870090

@KiDu_W",2024-04-16 06:48:08+00:00,photos\@dubaiinaddis1_28711.jpg
2558,Dubai in Addis,@dubaiinaddis1,28707,"በድጋሚ  ገብቷል‼
 ተጣጣፊ የገላ ማጠብያ
ከእስፖንጁ ጋር
ትልቅ ሳይዝ
ሁሉንም በ 3700 ብር ብቻ 


0913870090

@KiDu_W",2024-04-15 13:59:55+00:00,photos\@dubaiinaddis1_28707.jpg
2560,Dubai in Addis,@dubaiinaddis1,28705,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:58:51+00:00,photos\@dubaiinaddis1_28705.jpg
2562,Dubai in Addis,@dubaiinaddis1,28703,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:58:34+00:00,photos\@dubaiinaddis1_28703.jpg
2564,Dubai in Addis,@dubaiinaddis1,28701,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:58:32+00:00,photos\@dubaiinaddis1_28701.jpg
2566,Dubai in Addis,@dubaiinaddis1,28699,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:56:36+00:00,photos\@dubaiinaddis1_28699.jpg
2568,Dubai in Addis,@dubaiinaddis1,28697,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:56:12+00:00,photos\@dubaiinaddis1_28697.jpg
2570,Dubai in Addis,@dubaiinaddis1,28695,"ከፍ ያለ ሳይዝ ለጠየቃችሁን‼‼( ከ 6 ወር በላይ)
5 ፍሬ 100% ኮተን ኮፍያ
1000 ብር
0913870090

@KiDu_W",2024-04-15 13:56:09+00:00,photos\@dubaiinaddis1_28695.jpg
2571,Dubai in Addis,@dubaiinaddis1,28694,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ወር ሳይዝ አላቸው 

2200 ብር

0913870090

@KiDu_W",2024-04-13 16:14:19+00:00,photos\@dubaiinaddis1_28694.jpg
2572,Dubai in Addis,@dubaiinaddis1,28693,"3 ፍሬ  ጀምሱት
ከ0-3 ወር
ከ3-6 ወር
ከ6-9 ወር ሳይዝ አላቸው 

2200 ብር

0913870090

@KiDu_W",2024-04-13 16:14:16+00:00,photos\@dubaiinaddis1_28693.jpg
2577,Dubai in Addis,@dubaiinaddis1,28688,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት
ከ3-6 ወር
ከ6-9 ወር
ከ9 ወር- 1 አመት  ሳይዝ አለው 
2000 ብር
0913870090

@KiDu_W",2024-04-13 09:00:14+00:00,photos\@dubaiinaddis1_28688.jpg
2582,Dubai in Addis,@dubaiinaddis1,28683,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት 
ከ0-3  ወር
2000 ብር
0913870090

@KiDu_W",2024-04-13 08:57:10+00:00,photos\@dubaiinaddis1_28683.jpg
2587,Dubai in Addis,@dubaiinaddis1,28678,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት 
ከ0-3  ወር
2000 ብር
0913870090

@KiDu_W",2024-04-13 08:37:36+00:00,photos\@dubaiinaddis1_28678.jpg
2592,Dubai in Addis,@dubaiinaddis1,28673,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት 
ከ0-3  ወር
2000 ብር
0913870090

@KiDu_W",2024-04-13 08:36:11+00:00,photos\@dubaiinaddis1_28673.jpg
2596,Dubai in Addis,@dubaiinaddis1,28669,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት 
ከ0-3  ወር
2000 ብር
0913870090

@KiDu_W",2024-04-13 08:33:24+00:00,photos\@dubaiinaddis1_28669.jpg
2602,Dubai in Addis,@dubaiinaddis1,28660,"5 ፍሬ እጅጌ ሙሉ የዳይፐር ቲሸርት 
ከ0-3  ወር
2000 ብር
0913870090

@KiDu_W",2024-04-13 08:31:51+00:00,photos\@dubaiinaddis1_28660.jpg
2607,Dubai in Addis,@dubaiinaddis1,28655,"መቀመጫ  ያለው  የልጆች ማዘያ
በ 2 አይነት መንገድ ማዘል የሚያስችል 
መቀመጫዉ ለብቻ ተፈቶ ያለመቀመጫው ማዘል የሚያስችል 
የለሀጭ እና ጎኑ ላይ በ 2ቱም በኩል ኪስ( የጡጦ  መያዣ )ያለው 

2000 ብር
0913870090

@KiDu_W",2024-04-12 15:16:05+00:00,photos\@dubaiinaddis1_28655.jpg
2611,Dubai in Addis,@dubaiinaddis1,28651,"መቀመጫ  ያለው  የልጆች ማዘያ
በ 2 አይነት መንገድ ማዘል የሚያስችል 
መቀመጫዉ ለብቻ ተፈቶ ያለመቀመጫው ማዘል የሚያስችል 
የለሀጭ እና ጎኑ ላይ በ 2ቱም በኩል ኪስ( የጡጦ  መያዣ )ያለው 

2000 ብር
0913870090

@KiDu_W",2024-04-12 15:15:18+00:00,photos\@dubaiinaddis1_28651.jpg
2617,Dubai in Addis,@dubaiinaddis1,28645,"መቀመጫ  ያለው  የልጆች ማዘያ
በ 2 አይነት መንገድ ማዘል የሚያስችል 
መቀመጫዉ ለብቻ ተፈቶ ያለመቀመጫው ማዘል የሚያስችል 
የለሀጭ እና ጎኑ ላይ በ 2ቱም በኩል ኪስ( የጡጦ  መያዣ )ያለው 

2000 ብር
0913870090

@KiDu_W",2024-04-12 15:14:37+00:00,photos\@dubaiinaddis1_28645.jpg
2619,Dubai in Addis,@dubaiinaddis1,28643,"8 ፒስ መጠራረጊያ
350 ብር
0913870090

@KiDu_W",2024-04-11 11:22:19+00:00,photos\@dubaiinaddis1_28643.jpg
2620,Dubai in Addis,@dubaiinaddis1,28642,"Swaddle የአራስ ልጆች መጠቅለያ
600 ብር
0913870090

@KiDu_W",2024-04-11 11:18:11+00:00,photos\@dubaiinaddis1_28642.jpg
2623,Dubai in Addis,@dubaiinaddis1,28639,"ፍላኔል( የአራስ ልጆች መቀበያ)
4 ፍሬ ( 1 እሽግ)
1000 ብር 
0913870090

@KiDu_W",2024-04-11 11:17:06+00:00,photos\@dubaiinaddis1_28639.jpg
2626,Dubai in Addis,@dubaiinaddis1,28636,"100%  ኮተን 
ኳሊቲ የልጆች  የውስጥ ሱሪ( underwear)
3ቱ 500 ብር
ሳይዝ አለው 
0913870090

@KiDu_W",2024-04-11 11:10:49+00:00,photos\@dubaiinaddis1_28636.jpg
2627,Dubai in Addis,@dubaiinaddis1,28635,"ማንጠልጠያ ያለው የእንጀራ እናት (pacifier)
300 ብር
0913870090

@KiDu_W",2024-04-11 11:05:01+00:00,photos\@dubaiinaddis1_28635.jpg
2628,Dubai in Addis,@dubaiinaddis1,28634,"ዒድ-ሙባረክ 

ለመላው የእስልምና እምነት ተከታዮች እንኳን ለ1ሺ 445ኛው የዒድ አል-ፈጥር በዓል በሰላም አደረሳችሁ!",2024-04-10 04:05:08+00:00,photos\@dubaiinaddis1_28634.jpg
2629,Dubai in Addis,@dubaiinaddis1,28633,"3 ፍሬ ሄድ ባንድ  እና 3 ፍሬ ጓንት ( 1 እሽግ)
750  ብር
0913870090

@KiDu_W",2024-04-09 14:41:14+00:00,photos\@dubaiinaddis1_28633.jpg
2630,Dubai in Addis,@dubaiinaddis1,28632,"ኳሊቲ  የአራስ ካልሲ
3ቱን 400 ብር 
0913870090

@KiDu_W",2024-04-09 14:37:39+00:00,photos\@dubaiinaddis1_28632.jpg
2632,Dubai in Addis,@dubaiinaddis1,28630,"ለስጦታም ሆነ ለልጅዎ
ለስላሳ እና ምቹ ኮፍያ ያለው ማቀፍያ
1500  ብር
0913870090

@KiDu_W",2024-04-08 12:46:25+00:00,photos\@dubaiinaddis1_28630.jpg
2633,Dubai in Addis,@dubaiinaddis1,28629,"3 ፒስ 100%  ኮተን የአራስ ልብስ
ኮፍያ 
የዳይፐር ቲሸርት
እግረ ሙሉ ሱሪ
ከ0-3 ወር

1250  ብር


0913870090


@KiDu_W",2024-04-08 12:37:24+00:00,photos\@dubaiinaddis1_28629.jpg
2636,Dubai in Addis,@dubaiinaddis1,28626,"መጠቅለያ እና ኮፍያ
650 ብር
0913870090

@KiDu_W",2024-04-08 09:47:35+00:00,photos\@dubaiinaddis1_28626.jpg
